,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Astrocytes,Neuron,Oligodendrocytes,Microglia,Fibroblast,GBM
cg19318393,0.2216,0.2924,0.4886,0.3661,0.6058,0.1796,0.1563,0.1458,0.11536175012588501,0.4906392991542816,0.006308054551482201,0.13864390552043915,0.043540000915527344,0.8291530609130859
cg09020199,0.7201,0.8633,0.8557,0.8494,0.8601,0.1668,0.9157,0.7878,0.826904833316803,0.8901604413986206,0.863926887512207,0.866764485836029,0.8951600193977356,0.8581489324569702
cg05286196,0.894,0.8859,0.8816,0.8836,0.8904,0.8755,0.1686,0.7148,0.841839075088501,0.7192087769508362,0.8068946599960327,0.9203405380249023,0.7714300155639648,0.7837429642677307
cg06063209,0.9716,0.9391,0.952,0.9662,0.9667,0.9575,0.9842,0.8654,0.9551631808280945,0.35624057054519653,0.9696366190910339,0.971043586730957,0.9866399765014648,0.9412069320678711
cg03677056,0.159,0.2738,0.8588,0.8014,0.881,0.1724,0.1157,0.2815,0.048317935317754745,0.1068505272269249,0.04392360523343086,0.12150998413562775,0.10540000349283218,0.23271498084068298
cg10909506,0.8776,0.8936,0.5536,0.758,0.4066,0.8324,0.9144,0.8321,0.8746353387832642,0.9237059950828552,0.8848232626914978,0.9115167260169983,0.7937300205230713,0.8892830014228821
cg19850275,0.8583,0.8621,0.8682,0.5047,0.8761,0.8334,0.1757,0.8728,0.6686562299728394,0.9224512577056885,0.9043827056884766,0.8909167647361755,0.9420199990272522,0.8614799380302429
cg05608541,0.0405,0.0366,0.1694,0.0335,0.0334,0.0388,0.024,0.6871,0.8348576426506042,0.9281123280525208,0.8735696077346802,0.10297161340713501,0.8818100094795227,0.6769930124282837
cg07319315,0.8899,0.7928,0.8136,0.8854,0.8799,0.2274,0.9188,0.9026,0.9127514958381653,0.8870096802711487,0.9127074480056763,0.8876455426216125,0.9448000192642212,0.8644149899482727
cg24642483,0.0909,0.8144,0.8652,0.8156,0.8766,0.3247,0.8522,0.8322,0.8624668717384338,0.9258063435554504,0.8996275663375854,0.08445268124341965,0.8507000207901001,0.8270250558853149
cg10753610,0.0506,0.2248,0.139,0.087,0.123,0.0451,0.0337,0.2728,0.21215060353279114,0.8334230184555054,0.2258269488811493,0.8398420214653015,0.06765999644994736,0.41945403814315796
cg08060936,0.9554,0.9613,0.9543,0.9584,0.959,0.946,0.9689,0.834,0.9174314141273499,0.2732337713241577,0.8636026978492737,0.9665777087211609,0.8942199945449829,0.8861669301986694
cg11747516,0.028,0.0334,0.0337,0.034,0.0335,0.0354,0.0002,0.0192,0.018595080822706223,0.022490696981549263,0.0283347200602293,0.023523567244410515,0.006550000049173832,0.03469700366258621
cg25979108,0.2104,0.1592,0.0945,0.1202,0.0918,0.1378,0.0946,0.0605,0.054992228746414185,0.07855507731437683,0.039023056626319885,0.04361303523182869,0.06509000062942505,0.20027799904346466
cg17647904,0.8451,0.9041,0.9012,0.1578,0.8597,0.3736,0.7026,0.8142,0.8897629380226135,0.9059238433837891,0.872826337814331,0.909591019153595,0.8918799757957458,0.9061838984489441
cg03078269,0.0608,0.2904,0.1316,0.0672,0.2229,0.0598,0.0209,0.5446,0.02409079484641552,0.11816291511058807,0.03239889442920685,0.09412355720996857,0.03434000164270401,0.5243200063705444
cg13398027,0.9704,0.9751,0.9735,0.9483,0.9741,0.9696,0.9825,0.5428,0.919317364692688,0.6612022519111633,0.8844833374023438,0.9681458473205566,0.8430699706077576,0.8548460006713867
cg05949181,0.8535,0.607,0.2269,0.7436,0.3896,0.8533,0.9177,0.8686,0.8331006169319153,0.9155663847923279,0.7786226868629456,0.9340234398841858,0.9153100252151489,0.8154789805412292
cg08144675,0.0065,0.0323,0.0127,0.0052,0.0166,0.0053,0.0,0.4949,0.12364397197961807,0.07284867763519287,0.010218610987067223,0.011186070740222931,0.7827200293540955,0.7744460701942444
cg15203566,0.7626,0.8125,0.9196,0.8204,0.9186,0.8408,0.8989,0.4918,0.11137793213129044,0.04193390533328056,0.052173055708408356,0.7642401456832886,0.012600000016391277,0.5638960599899292
cg12032027,0.8782,0.8453,0.5914,0.83,0.4344,0.8644,0.92,0.854,0.8736680150032043,0.9380236864089966,0.8901607990264893,0.8227177262306213,0.9067299962043762,0.8782998919487
cg25537993,0.0266,0.2389,0.2812,0.0673,0.4061,0.0215,0.0068,0.0427,0.015551271848380566,0.011876697652041912,0.01229139044880867,0.05496213212609291,0.002469999948516488,0.3636530041694641
cg13755795,0.0162,0.1847,0.0437,0.0213,0.0865,0.0127,0.0029,0.0273,0.013811109587550163,0.02281060628592968,0.007911943830549717,0.011094286106526852,0.009960000403225422,0.018302999436855316
cg08806644,0.9061,0.9126,0.8925,0.9055,0.9091,0.9103,0.498,0.842,0.8851976990699768,0.8805873990058899,0.863297164440155,0.9192793965339661,0.9166399836540222,0.8999430537223816
cg13863638,0.8976,0.8966,0.8851,0.8849,0.8903,0.8531,0.4615,0.8774,0.8745360970497131,0.9321507811546326,0.8736358284950256,0.8997229933738708,0.8756999969482422,0.8617219924926758
cg00812580,0.9464,0.9273,0.943,0.9366,0.9537,0.945,0.9748,0.5714,0.9392303824424744,0.940004289150238,0.9340738654136658,0.916425883769989,0.9627100229263306,0.9240509867668152
cg18465694,0.1658,0.2426,0.2923,0.172,0.3664,0.1578,0.0985,0.1726,0.09577714651823044,0.13458164036273956,0.0036636111326515675,0.12460625171661377,0.031769998371601105,0.8892520070075989
cg09538031,0.8608,0.852,0.8063,0.8398,0.7901,0.8421,0.8439,0.8637,0.7063906192779541,0.9139997363090515,0.8579559326171875,0.8350253701210022,0.8514000177383423,0.04713599756360054
cg17219326,0.0242,0.0597,0.0271,0.0294,0.0428,0.0266,0.0332,0.039,0.31184154748916626,0.10587241500616074,0.25603386759757996,0.12877948582172394,0.042810000479221344,0.2054549902677536
cg07203767,0.8703,0.8427,0.1789,0.682,0.1771,0.8576,0.9011,0.8091,0.8529476523399353,0.8948262929916382,0.8963657021522522,0.8626828789710999,0.8402600288391113,0.6325069665908813
cg07300060,0.0956,0.2714,0.1967,0.107,0.2725,0.087,0.0392,0.1839,0.1890069842338562,0.02125130407512188,0.003406666684895754,0.0728042796254158,0.05973999947309494,0.8827850222587585
cg18897025,0.1769,0.895,0.9018,0.8893,0.92,0.1403,0.8476,0.8187,0.8827940225601196,0.9169110655784607,0.8857578635215759,0.8066267371177673,0.8502200245857239,0.6998230218887329
cg09498078,0.4896,0.536,0.4964,0.5197,0.4679,0.4521,0.6406,0.3259,0.029531272128224373,0.7158489227294922,0.02975861169397831,0.358506441116333,0.13721999526023865,0.024176999926567078
cg08128768,0.0078,0.0081,0.0354,0.007,0.0203,0.0059,0.0165,0.3993,0.015405871905386448,0.04551190510392189,0.008196110837161541,0.023899640887975693,0.02029000036418438,0.056825000792741776
cg13088368,0.0289,0.0534,0.0177,0.0178,0.0318,0.0251,0.0069,0.0086,0.035925086587667465,0.036610197275877,0.010170555673539639,0.012207678519189358,0.00686000008136034,0.6658899784088135
cg22651048,0.9039,0.9231,0.9056,0.9102,0.9118,0.8764,0.7667,0.9068,0.2803287208080292,0.8868486881256104,0.8220838904380798,0.8768388628959656,0.8949099779129028,0.6297329664230347
cg00870269,0.8767,0.9551,0.9465,0.9606,0.9585,0.9586,0.9723,0.8659,0.8609715700149536,0.2368192821741104,0.7443116307258606,0.05792107433080673,0.9417099952697754,0.8023089170455933
cg19730379,0.6332,0.865,0.8653,0.8627,0.8776,0.2783,0.1668,0.1102,0.554846465587616,0.8113449215888977,0.7205235958099365,0.6429104804992676,0.040709998458623886,0.756790041923523
cg10532833,0.8536,0.7304,0.6637,0.8014,0.6362,0.8518,0.869,0.7669,0.6514238715171814,0.8884026408195496,0.8665417432785034,0.7156807780265808,0.6390600204467773,0.05018799751996994
cg21024495,0.053,0.1215,0.4724,0.1759,0.6296,0.0806,0.0372,0.0947,0.05644761398434639,0.4877271354198456,0.06231221929192543,0.06784912198781967,0.04520000144839287,0.06207100301980972
cg17518931,0.0335,0.0519,0.0527,0.0391,0.072,0.0297,0.015,0.4226,0.1117858812212944,0.2471797913312912,0.03734583407640457,0.03237321227788925,0.3273699879646301,0.1767279952764511
cg18097281,0.0052,0.0093,0.0072,0.0054,0.006,0.0074,0.002,0.0062,0.005440158769488335,0.33170086145401,0.0033547221682965755,0.002686964115127921,0.0032500000670552254,0.23511800169944763
cg23210109,0.9668,0.966,0.9656,0.965,0.9677,0.9628,0.9828,0.9175,0.8900063037872314,0.4378284811973572,0.7757365107536316,0.9770405888557434,0.18811999261379242,0.9258588552474976
cg03081173,0.8398,0.609,0.2623,0.765,0.2754,0.7678,0.925,0.8454,0.9174743294715881,0.8032744526863098,0.9160974025726318,0.8485072255134583,0.9257799983024597,0.9289469718933105
cg04851348,0.9038,0.9055,0.8806,0.8969,0.9046,0.9041,0.9067,0.8583,0.3214189112186432,0.9254828691482544,0.897146463394165,0.9124748110771179,0.8247900009155273,0.8694790005683899
cg11987455,0.8421,0.8843,0.8672,0.8664,0.8836,0.71,0.098,0.7767,0.8556289076805115,0.9106084704399109,0.7610299587249756,0.8678864240646362,0.8829699754714966,0.8521779775619507
cg13461622,0.737,0.5942,0.2917,0.0914,0.0567,0.8684,0.8543,0.7351,0.6080178022384644,0.9309539794921875,0.8503322601318359,0.8292121291160583,0.8162199854850769,0.8238469958305359
cg03315432,0.9762,0.9745,0.9734,0.9741,0.9763,0.9752,0.9846,0.9656,0.9715864062309265,0.5909880995750427,0.9768092632293701,0.9757573008537292,0.9779000282287598,0.9685540199279785
cg23120601,0.8909,0.9159,0.9197,0.9142,0.8927,0.8871,0.9442,0.3014,0.18973764777183533,0.055742599070072174,0.03593666851520538,0.8233877420425415,0.0071000000461936,0.22943000495433807
cg17911788,0.075,0.1501,0.435,0.114,0.3924,0.0876,0.0432,0.0565,0.05628126487135887,0.027449097484350204,0.015765830874443054,0.05187768489122391,0.026159999892115593,0.4610310196876526
cg24657503,0.0228,0.0653,0.1392,0.0383,0.2192,0.0177,0.036,0.037,0.16759014129638672,0.679115355014801,0.017936665564775467,0.011881248094141483,0.05071000009775162,0.2635899782180786
cg05723552,0.8534,0.7495,0.4645,0.7643,0.255,0.8148,0.9025,0.7634,0.8250106573104858,0.8957276344299316,0.7991533875465393,0.8730884194374084,0.8875799775123596,0.8201910257339478
cg02737268,0.9131,0.0981,0.1408,0.3579,0.1345,0.8992,0.966,0.4066,0.3639858365058899,0.09289741516113281,0.030889444053173065,0.9262803792953491,0.6014900207519531,0.5665940642356873
cg01024962,0.1242,0.7172,0.8828,0.8088,0.8996,0.8302,0.9198,0.8352,0.8747784495353699,0.8862073421478271,0.8840252757072449,0.5070273280143738,0.9273899793624878,0.8662680387496948
cg02193956,0.0435,0.6797,0.8709,0.7949,0.893,0.0331,0.5335,0.7494,0.8682507276535034,0.8884749412536621,0.8462141156196594,0.1689338982105255,0.7049999833106995,0.8553169965744019
cg12089656,0.0339,0.0376,0.032,0.0274,0.0198,0.0278,0.0188,0.177,0.15918667614459991,0.15909479558467865,0.036420270800590515,0.020573392510414124,0.5058900117874146,0.23455901443958282
cg16547186,0.0437,0.0528,0.6176,0.1257,0.6327,0.0504,0.0524,0.1376,0.2953004539012909,0.11153670400381088,0.0682094395160675,0.047738201916217804,0.05722999945282936,0.17715699970722198
cg20429104,0.1136,0.9192,0.9007,0.9108,0.923,0.0662,0.9219,0.7463,0.9471545219421387,0.9579563736915588,0.937138557434082,0.4006693363189697,0.984250009059906,0.9439069628715515
cg03382805,0.921,0.342,0.9184,0.9028,0.9215,0.9228,0.9602,0.9042,0.9022971391677856,0.9541781544685364,0.9354775547981262,0.9391261339187622,0.9003000259399414,0.872943103313446
cg00929860,0.9662,0.966,0.6196,0.955,0.658,0.9637,0.9798,0.9068,0.9220136404037476,0.6706404089927673,0.9614447355270386,0.9754015207290649,0.9716299772262573,0.9618549346923828
cg18542829,0.0069,0.014,0.0116,0.0108,0.0163,0.0113,0.0053,0.0264,0.010975714772939682,0.010393500328063965,0.01359555497765541,0.009223033674061298,0.003289999905973673,0.4559829831123352
cg22480109,0.8681,0.8804,0.866,0.8694,0.8784,0.8471,0.9105,0.2984,0.8306037187576294,0.8283033967018127,0.849615216255188,0.8826629519462585,0.7654899954795837,0.8223309516906738
cg00989036,0.8003,0.9081,0.8865,0.9037,0.9089,0.8341,0.8888,0.8665,0.885566234588623,0.9282943606376648,0.908184289932251,0.08094607293605804,0.9412599802017212,0.8786889910697937
cg13093111,0.0682,0.8216,0.914,0.8095,0.9153,0.3712,0.8795,0.7096,0.8819077014923096,0.9211441874504089,0.8884270191192627,0.37553128600120544,0.89860999584198,0.8859760165214539
cg14219256,0.1386,0.1847,0.1909,0.0573,0.1927,0.1027,0.0905,0.2619,0.14134490489959717,0.13032430410385132,0.07024110853672028,0.6254739761352539,0.4669399857521057,0.3052830100059509
cg13192239,0.9636,0.9663,0.9655,0.9649,0.9655,0.9472,0.9826,0.9334,0.9343454241752625,0.3994526267051697,0.7593063116073608,0.9667595028877258,0.9674500226974487,0.9542969465255737
cg10362527,0.8951,0.8986,0.8984,0.8969,0.9051,0.8863,0.9303,0.9065,0.848561704158783,0.904400110244751,0.3201061487197876,0.9287099242210388,0.9635000228881836,0.8386240005493164
cg11917750,0.9015,0.907,0.9005,0.8988,0.906,0.9024,0.9024,0.9062,0.6900957822799683,0.7630464434623718,0.1400952786207199,0.8723064661026001,0.9455400109291077,0.861128032207489
cg04593460,0.8914,0.2826,0.8811,0.8989,0.8952,0.8886,0.9009,0.8698,0.8657782673835754,0.9182606339454651,0.8852818012237549,0.9077669382095337,0.8458399772644043,0.8440200686454773
cg14017077,0.9017,0.8941,0.9018,0.9028,0.9034,0.8946,0.9172,0.8734,0.7071560621261597,0.824398934841156,0.20893973112106323,0.9139103889465332,0.8834800124168396,0.7930060029029846
cg06382930,0.4569,0.4158,0.0661,0.3699,0.0979,0.4428,0.4794,0.2432,0.060555554926395416,0.15305911004543304,0.0561361126601696,0.3587091565132141,0.08668000251054764,0.15849001705646515
cg24488469,0.1362,0.1491,0.3754,0.0665,0.0767,0.1886,0.2467,0.4956,0.5887867212295532,0.9040352702140808,0.7585474848747253,0.0683339312672615,0.6038600206375122,0.6850919723510742
cg08380252,0.0397,0.1487,0.582,0.5537,0.7172,0.0374,0.0629,0.6947,0.5704330801963806,0.6895644664764404,0.162885844707489,0.020277678966522217,0.9107499718666077,0.840973973274231
cg17648080,0.9387,0.7029,0.9314,0.9376,0.9431,0.9475,0.9418,0.2644,0.06008698418736458,0.7849597930908203,0.05465249717235565,0.8563995361328125,0.0,0.2593209743499756
cg12497224,0.0608,0.0626,0.0773,0.0693,0.0756,0.0594,0.0545,0.0927,0.06718287616968155,0.1254211664199829,0.07229194045066833,0.45624274015426636,0.07802999764680862,0.17154499888420105
cg02110830,0.8929,0.9055,0.9078,0.91,0.9081,0.9025,0.8421,0.8875,0.8830109238624573,0.9144513010978699,0.9076836705207825,0.09585214406251907,0.8996099829673767,0.8888500332832336
cg15864601,0.1791,0.2186,0.1225,0.2096,0.1067,0.202,0.1401,0.1421,0.07180698215961456,0.030923500657081604,0.16018888354301453,0.09814872592687607,0.28801000118255615,0.005371000152081251
cg19682514,0.0019,0.0138,0.0052,0.0049,0.0029,0.004,0.0268,0.0087,0.005435554776340723,0.014957599341869354,0.004843889735639095,0.0030980354640632868,0.052379999309778214,0.005966000258922577
cg26823762,0.0399,0.0953,0.3397,0.5837,0.6706,0.0496,0.0299,0.0772,0.17105667293071747,0.7074587941169739,0.15361334383487701,0.03325357660651207,0.03392000123858452,0.40567097067832947
cg25739938,0.8872,0.9017,0.9004,0.8798,0.9067,0.0686,0.9237,0.8508,0.8848661780357361,0.7702085971832275,0.9104193449020386,0.9126318693161011,0.8975800275802612,0.880530059337616
cg07537739,0.0362,0.0407,0.0589,0.039,0.0662,0.0303,0.0331,0.472,0.1681162416934967,0.2292969673871994,0.05579917132854462,0.051556069403886795,0.8498600125312805,0.0771780014038086
cg05454562,0.6407,0.9126,0.8861,0.8922,0.8869,0.1756,0.9229,0.7762,0.9042056202888489,0.8924353718757629,0.9038095474243164,0.8352447152137756,0.8737000226974487,0.8718689680099487
cg04289163,0.0051,0.0087,0.0263,0.005,0.046,0.0031,0.0037,0.0126,0.007424127776175737,0.16101790964603424,0.004243889357894659,0.005838392768055201,0.0,0.011365999467670918
cg01972875,0.0391,0.0584,0.2902,0.1388,0.3352,0.0424,0.0367,0.055,0.042450468987226486,0.058177389204502106,0.04040805622935295,0.03411982208490372,0.00887999963015318,0.049087997525930405
cg15034267,0.7859,0.8595,0.8314,0.836,0.8579,0.285,0.0493,0.8083,0.861910343170166,0.9168445467948914,0.8610908389091492,0.7908360362052917,0.9567499756813049,0.793256938457489
cg17988310,0.075,0.328,0.1782,0.5186,0.2994,0.1098,0.1475,0.1136,0.11793365329504013,0.17677080631256104,0.18523916602134705,0.10240715742111206,0.16008000075817108,0.20656099915504456
cg22001211,0.104,0.0891,0.0834,0.3822,0.1485,0.1489,0.148,0.0736,0.26008859276771545,0.08576100319623947,0.08419640362262726,0.21782730519771576,0.07594999670982361,0.3700069785118103
cg05998301,0.8888,0.8965,0.8582,0.8862,0.8645,0.8896,0.9101,0.7858,0.15265381336212158,0.9123780131340027,0.8601914048194885,0.8730506896972656,0.7463300228118896,0.79886794090271
cg13669740,0.8694,0.8023,0.5659,0.1969,0.5689,0.873,0.889,0.8774,0.9039389491081238,0.9443062543869019,0.9214212894439697,0.8642714619636536,0.9017000198364258,0.8961100578308105
cg05955436,0.0835,0.6126,0.7193,0.0654,0.4358,0.1368,0.3407,0.181,0.6647853255271912,0.8822016716003418,0.8241274952888489,0.0381496362388134,0.13026000559329987,0.8059679865837097
cg05656374,0.0249,0.0296,0.0242,0.0278,0.0262,0.0244,0.0307,0.0783,0.47195878624916077,0.6921719908714294,0.7841552495956421,0.029394639655947685,0.051180001348257065,0.4094579815864563
cg23194776,0.9697,0.9702,0.9701,0.9666,0.9721,0.964,0.9803,0.96,0.7290429472923279,0.9167344570159912,0.9222068786621094,0.9756222367286682,0.9757199883460999,0.9530020952224731
cg19963522,0.1301,0.4537,0.7695,0.7011,0.8176,0.0565,0.6473,0.7774,0.8078786134719849,0.7091047167778015,0.6916535496711731,0.024906428530812263,0.7525200247764587,0.8238049745559692
cg02905828,0.0595,0.0999,0.0629,0.2876,0.0684,0.0625,0.0482,0.2333,0.04969063773751259,0.2920779287815094,0.05068916827440262,0.042280714958906174,0.03203999996185303,0.13033698499202728
cg02606840,0.2604,0.7649,0.0538,0.0389,0.038,0.0329,0.9397,0.7546,0.8669880628585815,0.9148778319358826,0.9045369625091553,0.6799688339233398,0.9236800074577332,0.8799179792404175
cg13518792,0.0064,0.0102,0.0092,0.0035,0.0135,0.0088,0.0018,0.0136,0.010649524629116058,0.016616202890872955,0.008848334662616253,0.006257320754230022,0.0,0.2898079752922058
cg14323984,0.9092,0.9021,0.9086,0.907,0.9217,0.8118,0.9156,0.7929,0.8708648085594177,0.9301918148994446,0.8532316088676453,0.914273202419281,0.13190999627113342,0.7636529803276062
cg05979457,0.0299,0.0365,0.1036,0.0531,0.1292,0.0318,0.0234,0.1976,0.40988099575042725,0.16785210371017456,0.7044049501419067,0.042909275740385056,0.2108599990606308,0.37004902958869934
cg06353720,0.024,0.0303,0.0894,0.038,0.0833,0.0296,0.0212,0.048,0.05994698777794838,0.2628032863140106,0.32814306020736694,0.023972148075699806,0.0006200000061653554,0.08763899654150009
cg03274669,0.8421,0.8781,0.0927,0.5998,0.1195,0.8357,0.9233,0.8693,0.8722907900810242,0.8420475721359253,0.9016041159629822,0.9218935966491699,0.912909984588623,0.8110319972038269
cg13924996,0.2277,0.7558,0.4576,0.0644,0.0973,0.1274,0.4858,0.8166,0.9701139330863953,0.8288212418556213,0.9680719375610352,0.22776520252227783,0.9823300242424011,0.9596540331840515
cg21380380,0.8483,0.5796,0.2341,0.2098,0.3721,0.7996,0.698,0.8156,0.10355745255947113,0.0900488942861557,0.054406121373176575,0.36999693512916565,0.7480800151824951,0.054541002959012985
cg02157894,0.0321,0.0416,0.2753,0.0918,0.294,0.0344,0.0442,0.0968,0.6722170114517212,0.12881352007389069,0.5256591439247131,0.04486124962568283,0.03838999941945076,0.32520797848701477
cg00313865,0.9596,0.9531,0.9449,0.9552,0.9583,0.9554,0.9777,0.9464,0.9624552726745605,0.5696424841880798,0.9614982604980469,0.9557763934135437,0.9730700254440308,0.9582230448722839
cg02324835,0.8668,0.8604,0.357,0.7537,0.093,0.8579,0.9082,0.7934,0.8407694101333618,0.8682504296302795,0.8533637523651123,0.8518710136413574,0.889710009098053,0.8736489415168762
cg08679238,0.021,0.0248,0.0411,0.0209,0.0239,0.0204,0.0171,0.0522,0.3589228689670563,0.49149224162101746,0.6586881875991821,0.029688751325011253,0.037129998207092285,0.22204001247882843
cg25817701,0.6842,0.0323,0.7992,0.9082,0.7197,0.7376,0.9229,0.8796,0.9065739512443542,0.9245243072509766,0.40094834566116333,0.9082414507865906,0.9549000263214111,0.9279259443283081
